,date,time,home_team_name,guest_team_name,competition,saison,gameday,home_coach,guest_coach,home_goals,guest_goals
4632,2018-08-24,19:10,Young Violets Austria Wien,SV Lafnitz,2. Liga,2018/19,5,Andreas Ogris,Ferdinand Feldhofer,1,3
4633,2018-08-24,19:10,SV Horn,SK Vorwärts Steyr,2. Liga,2018/19,5,Carsten Jancker,Gerald Scheiblehner,1,2
4634,2018-08-24,19:10,WSG Wattens,FC Blau Weiß Linz,2. Liga,2018/19,5,Thomas Silberberger,Thomas Sageder,1,0
4635,2018-08-24,19:10,FC Liefering,SV Kapfenberg,2. Liga,2018/19,5,Gerhard Struber,Kurt Russ,0,0
4636,2018-08-25,14:30,FC Wacker Innsbruck II,SC Wiener Neustadt,2. Liga,2018/19,5,Thomas Grumser,Gerhard Fellner,1,3
4637,2018-08-25,17:00,SC Rheindorf Altach,Red Bull Salzburg,Bundesliga,2018/19,5,Werner Grabherr,Marco Rose,2,3
4638,2018-08-25,17:00,SKN St. Pölten,FK Austria Wien,Bundesliga,2018/19,5,Dietmar Kühbauer,Thomas Letsch,0,0
4639,2018-08-25,17:00,Wolfsberger AC,SK Sturm Graz,Bundesliga,2018/19,5,Christian Ilzer,Heiko Vogel,1,1
4640,2018-08-26,10:30,SKU Amstetten,SV Ried,2. Liga,2018/19,5,Peter Zeitlhofer,Thomas Weissenböck,1,1
4641,2018-08-26,17:00,FC Admira Wacker Mödling,SV Mattersburg,Bundesliga,2018/19,5,Ernst Baumeister,Markus Schmidt,0,0
4642,2018-08-26,17:00,FC Juniors OÖ,SK Austria Klagenfurt,2. Liga,2018/19,5,Ronald Brunmayr,Franz Polanz,2,1
4643,2018-08-26,17:00,TSV Hartberg,LASK,Bundesliga,2018/19,5,Markus Schopp,Oliver Glasner,0,1
4644,2018-08-26,17:00,SK Rapid Wien,FC Wacker Innsbruck,Bundesliga,2018/19,5,Goran Djuricin,Karl Daxbacher,2,1
4645,2018-08-29,21:00,Red Bull Salzburg,Roter Stern Belgrad,UEFA Champions League-Qualifikation,2018/19,Qualifikationsrunde - Rückspiele,Marco Rose,?,2,2
4646,2018-08-30,20:30,FCSB,SK Rapid Wien,Europa League Qualifikation,2018/19,Qualifikationsrunde - Rückspiele,?,Goran Djuricin,2,1
4647,2018-08-31,19:10,SC Wiener Neustadt,FC Juniors OÖ,2. Liga,2018/19,6,Gerhard Fellner,Ronald Brunmayr,1,0
4648,2018-08-31,19:10,SV Lafnitz,FC Wacker Innsbruck II,2. Liga,2018/19,6,Ferdinand Feldhofer,Thomas Grumser,0,0
4649,2018-08-31,19:10,SV Ried,SV Horn,2. Liga,2018/19,6,Thomas Weissenböck,Carsten Jancker,3,0
4650,2018-08-31,19:10,SK Vorwärts Steyr,SKU Amstetten,2. Liga,2018/19,6,Gerald Scheiblehner,Peter Zeitlhofer,1,4
4651,2018-08-31,19:10,FC Blau Weiß Linz,Floridsdorfer AC,2. Liga,2018/19,6,Thomas Sageder,Oliver Oberhammer,5,1
4652,2018-08-31,19:10,SV Kapfenberg,WSG Wattens,2. Liga,2018/19,6,Kurt Russ,Thomas Silberberger,2,2
4653,2018-09-01,16:30,SC Austria Lustenau,FC Liefering,2. Liga,2018/19,6,Gernot Plassnegger,Gerhard Struber,1,0
4654,2018-09-01,17:00,FK Austria Wien,SV Mattersburg,Bundesliga,2018/19,6,Thomas Letsch,Klaus Schmidt,2,1
4655,2018-09-01,17:00,FC Wacker Innsbruck,TSV Hartberg,Bundesliga,2018/19,6,Karl Daxbacher,Markus Schopp,2,1
4656,2018-09-01,17:00,SC Rheindorf Altach,SKN St. Pölten,Bundesliga,2018/19,6,Werner Grabherr,Dietmar Kühbauer,1,2
4657,2018-09-02,10:30,SK Austria Klagenfurt,Young Violets Austria Wien,2. Liga,2018/19,6,Franz Polanz,Andreas Ogris,1,2
4658,2018-09-02,17:00,LASK,Wolfsberger AC,Bundesliga,2018/19,6,Oliver Glasner,Christian Ilzer,2,0
4659,2018-09-02,17:00,Red Bull Salzburg,FC Admira Wacker Mödling,Bundesliga,2018/19,6,Marco Rose,Ernst Baumeister,3,1
4660,2018-09-02,17:00,SK Sturm Graz,SK Rapid Wien,Bundesliga,2018/19,6,Heiko Vogel,Goran Djuricin,1,1
4661,2018-09-14,19:10,SV Lafnitz,SV Kapfenberg,2. Liga,2018/19,7,Ferdinand Feldhofer,Kurt Russ,5,1
4662,2018-09-14,19:10,SV Horn,SK Austria Klagenfurt,2. Liga,2018/19,7,Carsten Jancker,Franz Polanz,0,1
4663,2018-09-14,19:10,Young Violets Austria Wien,FC Juniors OÖ,2. Liga,2018/19,7,Andreas Ogris,Ronald Brunmayr,2,1
4664,2018-09-14,19:10,FC Liefering,SKU Amstetten,2. Liga,2018/19,7,Gerhard Struber,Peter Zeitlhofer,1,0
4665,2018-09-14,19:10,Floridsdorfer AC,SV Ried,2. Liga,2018/19,7,Oliver Oberhammer,Thomas Weissenböck,1,0
4666,2018-09-14,19:10,WSG Wattens,SC Wiener Neustadt,2. Liga,2018/19,7,Thomas Silberberger,Gerhard Fellner,2,0
4667,2018-09-15,14:30,FC Wacker Innsbruck II,SK Vorwärts Steyr,2. Liga,2018/19,7,Thomas Grumser,Gerald Scheiblehner,1,0
4668,2018-09-15,17:00,TSV Hartberg,SC Rheindorf Altach,Bundesliga,2018/19,7,Markus Schopp,Werner Grabherr,2,1
4669,2018-09-15,17:00,SKN St. Pölten,Red Bull Salzburg,Bundesliga,2018/19,7,Dietmar Kühbauer,Marco Rose,1,3
4670,2018-09-15,17:00,FC Admira Wacker Mödling,SK Sturm Graz,Bundesliga,2018/19,7,Ernst Baumeister,Heiko Vogel,2,3
4671,2018-09-16,10:30,FC Blau Weiß Linz,SC Austria Lustenau,2. Liga,2018/19,7,Thomas Sageder,Gernot Plassnegger,1,0
4672,2018-09-16,14:30,Wolfsberger AC,FC Wacker Innsbruck,Bundesliga,2018/19,7,Christian Ilzer,Karl Daxbacher,3,1
4673,2018-09-16,14:30,SV Mattersburg,LASK,Bundesliga,2018/19,7,Klaus Schmidt,Oliver Glasner,1,3
4674,2018-09-16,17:00,SK Rapid Wien,FK Austria Wien,Bundesliga,2018/19,7,Goran Djuricin,Thomas Letsch,0,1
4675,2018-09-20,18:55,SK Rapid Wien,Spartak Moskau,Europa League,2018/19,Gruppe G,Goran Djuricin,?,2,0
4676,2018-09-20,21:00,RasenBallsport Leipzig,Red Bull Salzburg,Europa League,2018/19,Gruppe B,?,Marco Rose,2,3
4677,2018-09-21,19:10,SK Vorwärts Steyr,WSG Wattens,2. Liga,2018/19,8,Gerald Scheiblehner,Thomas Silberberger,0,2
4678,2018-09-21,19:10,SV Kapfenberg,FC Blau Weiß Linz,2. Liga,2018/19,8,Kurt Russ,Thomas Sageder,0,2
4679,2018-09-21,19:10,SV Ried,Young Violets Austria Wien,2. Liga,2018/19,8,Thomas Weissenböck,Andreas Ogris,1,2
4680,2018-09-21,19:10,SK Austria Klagenfurt,SC Wiener Neustadt,2. Liga,2018/19,8,Franz Polanz,Gerhard Fellner,1,1
4681,2018-09-21,19:10,SKU Amstetten,SV Horn,2. Liga,2018/19,8,Peter Zeitlhofer,Carsten Jancker,1,2
4682,2018-09-21,19:10,FC Wacker Innsbruck II,Floridsdorfer AC,2. Liga,2018/19,8,Thomas Grumser,Oliver Oberhammer,0,1
4683,2018-09-22,16:30,SC Austria Lustenau,SV Lafnitz,2. Liga,2018/19,8,Gernot Plassnegger,Ferdinand Feldhofer,1,3
4684,2018-09-22,17:00,SKN St. Pölten,TSV Hartberg,Bundesliga,2018/19,8,Dietmar Kühbauer,Markus Schopp,3,0
4685,2018-09-22,17:00,SC Rheindorf Altach,Wolfsberger AC,Bundesliga,2018/19,8,Werner Grabherr,Christian Ilzer,0,1
4686,2018-09-22,17:00,SK Sturm Graz,SV Mattersburg,Bundesliga,2018/19,8,Heiko Vogel,Klaus Schmidt,1,2
4687,2018-09-23,10:30,FC Juniors OÖ,FC Liefering,2. Liga,2018/19,8,Ronald Brunmayr,Gerhard Struber,0,3
4688,2018-09-23,14:30,FC Wacker Innsbruck,FC Admira Wacker Mödling,Bundesliga,2018/19,8,Karl Daxbacher,Ernst Baumeister,1,3
4689,2018-09-23,14:30,FK Austria Wien,LASK,Bundesliga,2018/19,8,Thomas Letsch,Oliver Glasner,0,3
4690,2018-09-23,17:00,Red Bull Salzburg,SK Rapid Wien,Bundesliga,2018/19,8,Marco Rose,Goran Djuricin,2,1
4691,2018-09-24,18:30,SAK Klagenfurt,Floridsdorfer AC,ÖFB-Cup,2018/19,2.Runde,?,Oliver Oberhammer,1,5
4692,2018-09-25,16:00,SV Leobendorf,SC Rheindorf Altach,ÖFB-Cup,2018/19,2.Runde,?,Werner Grabherr,1,2
4693,2018-09-25,18:00,ASK-BSC Bruck/Leitha,SC Austria Lustenau,ÖFB-Cup,2018/19,2.Runde,?,Gernot Plassnegger,1,3
4694,2018-09-25,18:30,Wolfsberger AC,SK Austria Klagenfurt,ÖFB-Cup,2018/19,2.Runde,?,Franz Polanz,4,0
4695,2018-09-25,18:30,Wolfsberger AC,SK Austria Klagenfurt,ÖFB-Cup,2018/19,2.Runde,Christian Ilzer,?,4,0
4696,2018-09-25,19:00,Union Vöcklamarkt,SV Ried,ÖFB-Cup,2018/19,2.Runde,?,Thomas Weissenböck,0,1
4697,2018-09-25,19:00,TSV Hartberg,WSG Wattens,ÖFB-Cup,2018/19,2.Runde,?,Thomas Silberberger,3,0
4698,2018-09-25,19:00,TSV Hartberg,WSG Wattens,ÖFB-Cup,2018/19,2.Runde,Markus Schopp,?,3,0
4699,2018-09-25,19:00,Deutschlandsberger SC,SC Wiener Neustadt,ÖFB-Cup,2018/19,2.Runde,?,Gerhard Fellner,3,4
4700,2018-09-25,19:30,SV Horn,SV Lafnitz,ÖFB-Cup,2018/19,2.Runde,Carsten Jancker,Ferdinand Feldhofer,0,2
4701,2018-09-25,20:45,Grazer AK 1902,SK Vorwärts Steyr,ÖFB-Cup,2018/19,2.Runde,?,Gerald Scheiblehner,1,1
4702,2018-09-26,16:00,FC Stadlau,SV Kapfenberg,ÖFB-Cup,2018/19,2.Runde,?,Kurt Russ,0,4
4703,2018-09-26,18:30,SV Mattersburg,SK Rapid Wien,ÖFB-Cup,2018/19,2.Runde,Klaus Schmidt,Goran Djuricin,1,1
4704,2018-09-26,19:00,FC Pinzgau Saalfelden,SKN St. Pölten,ÖFB-Cup,2018/19,2.Runde,?,Dietmar Kühbauer,0,5
4705,2018-09-26,19:00,SC Neusiedl/See,FC Wacker Innsbruck,ÖFB-Cup,2018/19,2.Runde,?,Karl Daxbacher,1,3
4706,2018-09-26,19:00,ATSV Stadl-Paura,LASK,ÖFB-Cup,2018/19,2.Runde,?,Oliver Glasner,0,8
4707,2018-09-26,20:30,SC Schwaz,Red Bull Salzburg,ÖFB-Cup,2018/19,2.Runde,?,Marco Rose,0,6
4708,2018-09-26,20:45,FK Austria Wien,SK Sturm Graz,ÖFB-Cup,2018/19,2.Runde,Thomas Letsch,Heiko Vogel,2,0
4709,2018-09-28,19:10,SV Lafnitz,SK Vorwärts Steyr,2. Liga,2018/19,9,Ferdinand Feldhofer,Gerald Scheiblehner,0,0
4710,2018-09-28,19:10,Young Violets Austria Wien,SKU Amstetten,2. Liga,2018/19,9,Andreas Ogris,Peter Zeitlhofer,0,2
4711,2018-09-28,19:10,Floridsdorfer AC,SK Austria Klagenfurt,2. Liga,2018/19,9,Oliver Oberhammer,Franz Polanz,1,2
4712,2018-09-28,19:10,FC Blau Weiß Linz,FC Liefering,2. Liga,2018/19,9,Thomas Sageder,Gerhard Struber,2,1
4713,2018-09-28,19:10,WSG Wattens,FC Wacker Innsbruck II,2. Liga,2018/19,9,Thomas Silberberger,Thomas Grumser,1,1
4714,2018-09-28,19:10,SV Horn,FC Juniors OÖ,2. Liga,2018/19,9,Carsten Jancker,Ronald Brunmayr,2,2
4715,2018-09-29,16:30,SC Austria Lustenau,SV Kapfenberg,2. Liga,2018/19,9,Gernot Plassnegger,Kurt Russ,2,3
4716,2018-09-29,17:00,FC Admira Wacker Mödling,SC Rheindorf Altach,Bundesliga,2018/19,9,Ernst Baumeister,Werner Grabherr,2,4
4717,2018-09-29,17:00,Wolfsberger AC,Red Bull Salzburg,Bundesliga,2018/19,9,Christian Ilzer,Marco Rose,1,4
4718,2018-09-29,17:00,SK Rapid Wien,SKN St. Pölten,Bundesliga,2018/19,9,Goran Djuricin,Dietmar Kühbauer,0,2
4719,2018-09-30,10:30,SC Wiener Neustadt,SV Ried,2. Liga,2018/19,9,Gerhard Fellner,Thomas Weissenböck,0,3
4720,2018-09-30,14:30,TSV Hartberg,FK Austria Wien,Bundesliga,2018/19,9,Markus Schopp,Thomas Letsch,0,1
4721,2018-09-30,14:30,SV Mattersburg,FC Wacker Innsbruck,Bundesliga,2018/19,9,Klaus Schmidt,Karl Daxbacher,2,1
4722,2018-09-30,17:00,LASK,SK Sturm Graz,Bundesliga,2018/19,9,Oliver Glasner,Heiko Vogel,0,0
4723,2018-10-04,18:55,Red Bull Salzburg,Celtic Glasgow,Europa League,2018/19,Gruppe B,Marco Rose,?,3,1
4724,2018-10-04,21:00,Glasgow Rangers,SK Rapid Wien,Europa League,2018/19,Gruppe G,?,Dietmar Kühbauer,3,1
4725,2018-10-05,19:10,SV Horn,Floridsdorfer AC,2. Liga,2018/19,10,Carsten Jancker,Oliver Oberhammer,1,3
4726,2018-10-05,19:10,Young Violets Austria Wien,WSG Wattens,2. Liga,2018/19,10,Andreas Ogris,Thomas Silberberger,1,2
4727,2018-10-05,19:10,SK Vorwärts Steyr,SC Austria Lustenau,2. Liga,2018/19,10,Gerald Scheiblehner,Gernot Plassnegger,1,5
4728,2018-10-05,19:10,SKU Amstetten,SC Wiener Neustadt,2. Liga,2018/19,10,Peter Zeitlhofer,Gerhard Fellner,2,3
4729,2018-10-05,19:10,FC Liefering,SV Lafnitz,2. Liga,2018/19,10,Gerhard Struber,Ferdinand Feldhofer,1,2
4730,2018-10-05,19:10,SV Ried,FC Wacker Innsbruck II,2. Liga,2018/19,10,Thomas Weissenböck,Thomas Grumser,1,0
4731,2018-10-05,19:10,SV Kapfenberg,SK Austria Klagenfurt,2. Liga,2018/19,10,Kurt Russ,Franz Polanz,3,1
4732,2018-10-06,17:00,SC Rheindorf Altach,FK Austria Wien,Bundesliga,2018/19,10,Werner Grabherr,Thomas Letsch,2,0
4733,2018-10-06,17:00,Wolfsberger AC,TSV Hartberg,Bundesliga,2018/19,10,Christian Ilzer,Markus Schopp,3,4
4734,2018-10-06,17:00,SKN St. Pölten,FC Admira Wacker Mödling,Bundesliga,2018/19,10,Marcel Ketelaer,Ernst Baumeister,0,0
4735,2018-10-07,10:30,FC Juniors OÖ,FC Blau Weiß Linz,2. Liga,2018/19,10,Ronald Brunmayr,Thomas Sageder,3,2
4736,2018-10-07,14:30,FC Wacker Innsbruck,LASK,Bundesliga,2018/19,10,Karl Daxbacher,Oliver Glasner,1,0
4737,2018-10-07,14:30,SK Rapid Wien,SV Mattersburg,Bundesliga,2018/19,10,Dietmar Kühbauer,Klaus Schmidt,1,0
4738,2018-10-07,17:00,SK Sturm Graz,Red Bull Salzburg,Bundesliga,2018/19,10,Heiko Vogel,Marco Rose,1,2
4739,2018-10-19,19:10,SK Austria Klagenfurt,SKU Amstetten,2. Liga,2018/19,11,Franz Polanz,Peter Zeitlhofer,2,2
4740,2018-10-19,19:10,SC Austria Lustenau,Young Violets Austria Wien,2. Liga,2018/19,11,Gernot Plassnegger,Andreas Ogris,5,2
4741,2018-10-19,19:10,SV Lafnitz,SV Ried,2. Liga,2018/19,11,Ferdinand Feldhofer,Thomas Weissenböck,0,0
4742,2018-10-19,19:10,WSG Wattens,FC Juniors OÖ,2. Liga,2018/19,11,Thomas Silberberger,Ronald Brunmayr,4,1
4743,2018-10-19,19:10,FC Blau Weiß Linz,SV Horn,2. Liga,2018/19,11,Thomas Sageder,Carsten Jancker,1,1
4744,2018-10-19,19:10,SC Wiener Neustadt,FC Liefering,2. Liga,2018/19,11,Gerhard Fellner,Gerhard Struber,2,1
4745,2018-10-20,14:30,FC Wacker Innsbruck II,SV Kapfenberg,2. Liga,2018/19,11,Thomas Grumser,Kurt Russ,3,0
4746,2018-10-20,17:00,LASK,SC Rheindorf Altach,Bundesliga,2018/19,11,Oliver Glasner,Werner Grabherr,1,1
4747,2018-10-20,17:00,Red Bull Salzburg,FC Wacker Innsbruck,Bundesliga,2018/19,11,Marco Rose,Karl Daxbacher,1,1
4748,2018-10-20,17:00,TSV Hartberg,SK Rapid Wien,Bundesliga,2018/19,11,Markus Schopp,Dietmar Kühbauer,3,0
4749,2018-10-21,10:30,Floridsdorfer AC,SK Vorwärts Steyr,2. Liga,2018/19,11,Oliver Oberhammer,Gerald Scheiblehner,1,2
4750,2018-10-21,14:30,SV Mattersburg,SKN St. Pölten,Bundesliga,2018/19,11,Klaus Schmidt,Ranko Popovic,2,0
4751,2018-10-21,14:30,FC Admira Wacker Mödling,Wolfsberger AC,Bundesliga,2018/19,11,Ernst Baumeister,Christian Ilzer,0,0
4752,2018-10-21,17:00,FK Austria Wien,SK Sturm Graz,Bundesliga,2018/19,11,Thomas Letsch,Heiko Vogel,1,1
4753,2018-10-25,18:55,Red Bull Salzburg,Rosenborg BK,Europa League,2018/19,Gruppe B,Marco Rose,?,3,0
4754,2018-10-25,21:00,FC Villarreal,SK Rapid Wien,Europa League,2018/19,Gruppe G,?,Dietmar Kühbauer,5,0
4755,2018-10-26,19:10,SK Vorwärts Steyr,FC Juniors OÖ,2. Liga,2018/19,12,Gerald Scheiblehner,Ronald Brunmayr,2,1
4756,2018-10-26,19:10,SV Horn,FC Wacker Innsbruck II,2. Liga,2018/19,12,Carsten Jancker,Thomas Grumser,1,1
4757,2018-10-26,19:10,SKU Amstetten,WSG Wattens,2. Liga,2018/19,12,Peter Zeitlhofer,Thomas Silberberger,0,2
4758,2018-10-26,19:10,Young Violets Austria Wien,FC Blau Weiß Linz,2. Liga,2018/19,12,Andreas Ogris,Thomas Sageder,3,6
4759,2018-10-26,19:10,SV Lafnitz,SK Austria Klagenfurt,2. Liga,2018/19,12,Carsten Jancker,Thomas Grumser,1,1
4760,2018-10-27,14:30,FC Liefering,Floridsdorfer AC,2. Liga,2018/19,12,Gerhard Struber,Oliver Oberhammer,1,3
4761,2018-10-27,17:00,TSV Hartberg,SK Sturm Graz,Bundesliga,2018/19,12,Markus Schopp,Heiko Vogel,2,0
4762,2018-10-27,17:00,FC Wacker Innsbruck,FK Austria Wien,Bundesliga,2018/19,12,Karl Daxbacher,Thomas Letsch,0,0
4763,2018-10-27,17:00,SV Mattersburg,SC Rheindorf Altach,Bundesliga,2018/19,12,Klaus Schmidt,Werner Grabherr,1,1
4764,2018-10-27,20:20,SV Kapfenberg,SC Wiener Neustadt,2. Liga,2018/19,12,Kurt Russ,Gerhard Fellner,2,0
4765,2018-10-28,10:30,SV Ried,SC Austria Lustenau,2. Liga,2018/19,12,Thomas Weissenböck,Gernot Plassnegger,1,0
4766,2018-10-28,14:30,SK Rapid Wien,FC Admira Wacker Mödling,Bundesliga,2018/19,12,Dietmar Kühbauer,Ernst Baumeister,2,0
4767,2018-10-28,14:30,Wolfsberger AC,SKN St. Pölten,Bundesliga,2018/19,12,Christian Ilzer,Ranko Popovic,1,0
4768,2018-10-28,17:00,LASK,Red Bull Salzburg,Bundesliga,2018/19,12,Oliver Glasner,Marco Rose,3,3
4769,2018-10-30,18:00,TSV Hartberg,FC Wacker Innsbruck,ÖFB-Cup,2018/19,Achtelfinale,Markus Schopp,Karl Daxbacher,4,3
4770,2018-10-30,20:20,FK Austria Wien,Floridsdorfer AC,ÖFB-Cup,2018/19,Achtelfinale,Thomas Letsch,?,3,1
4771,2018-10-30,20:20,FK Austria Wien,Floridsdorfer AC,ÖFB-Cup,2018/19,Achtelfinale,?,Oliver Oberhammer,3,1
4772,2018-10-31,18:00,Wolfsberger AC,SK Rapid Wien,ÖFB-Cup,2018/19,Achtelfinale,Christian Ilzer,Dietmar Kühbauer,0,3
4773,2018-10-31,18:30,SC Austria Lustenau,Red Bull Salzburg,ÖFB-Cup,2018/19,Achtelfinale,?,Marco Rose,0,1
4774,2018-10-31,18:30,SC Austria Lustenau,Red Bull Salzburg,ÖFB-Cup,2018/19,Achtelfinale,Gernot Plassnegger,?,0,1
4775,2018-10-31,18:30,SC Rheindorf Altach,LASK,ÖFB-Cup,2018/19,Achtelfinale,Werner Grabherr,Oliver Glasner,0,3
4776,2018-10-31,19:00,SV Lafnitz,SKN St. Pölten,ÖFB-Cup,2018/19,Achtelfinale,?,Ranko Popovic,2,3
4777,2018-10-31,19:00,SV Lafnitz,SKN St. Pölten,ÖFB-Cup,2018/19,Achtelfinale,Ferdinand Feldhofer,?,2,3
4778,2018-10-31,19:10,SV Ried,SC Wiener Neustadt,ÖFB-Cup,2018/19,Achtelfinale,Thomas Weissenböck,Gerhard Fellner,1,2
4779,2018-11-01,11:00,Grazer AK 1902,SV Kapfenberg,ÖFB-Cup,2018/19,Achtelfinale,?,Kurt Russ,3,0
4780,2018-11-02,19:10,WSG Wattens,FC Liefering,2. Liga,2018/19,13,Thomas Silberberger,Gerhard Struber,4,0
4781,2018-11-02,19:10,FC Blau Weiß Linz,SK Vorwärts Steyr,2. Liga,2018/19,13,Thomas Sageder,Gerald Scheiblehner,2,0
4782,2018-11-03,14:00,Floridsdorfer AC,SV Lafnitz,2. Liga,2018/19,13,Oliver Oberhammer,Ferdinand Feldhofer,0,0
4783,2018-11-03,14:30,SK Austria Klagenfurt,SV Ried,2. Liga,2018/19,13,Robert Micheu,Thomas Weissenböck,0,0
4784,2018-11-03,14:30,FC Wacker Innsbruck II,Young Violets Austria Wien,2. Liga,2018/19,13,Thomas Grumser,Andreas Ogris,0,0
4785,2018-11-03,16:30,SC Austria Lustenau,SKU Amstetten,2. Liga,2018/19,13,Gernot Plassnegger,Peter Zeitlhofer,3,1
4786,2018-11-03,17:00,SK Sturm Graz,FC Wacker Innsbruck,Bundesliga,2018/19,13,Heiko Vogel,Karl Daxbacher,1,1
4787,2018-11-03,17:00,SKN St. Pölten,LASK,Bundesliga,2018/19,13,Ranko Popovic,Oliver Glasner,2,2
4788,2018-11-03,17:00,FC Admira Wacker Mödling,TSV Hartberg,Bundesliga,2018/19,13,Reiner Geyer,Markus Schopp,2,3
4789,2018-11-04,10:30,SC Wiener Neustadt,SV Horn,2. Liga,2018/19,13,Gerhard Fellner,Carsten Jancker,3,1
4790,2018-11-04,14:30,FK Austria Wien,Wolfsberger AC,Bundesliga,2018/19,13,Thomas Letsch,Christian Ilzer,2,3
4791,2018-11-04,14:30,Red Bull Salzburg,SV Mattersburg,Bundesliga,2018/19,13,Marco Rose,Klaus Schmidt,2,1
4792,2018-11-04,16:00,FC Juniors OÖ,SV Kapfenberg,2. Liga,2018/19,13,Ronald Brunmayr,Kurt Russ,4,0
4793,2018-11-04,17:00,SC Rheindorf Altach,SK Rapid Wien,Bundesliga,2018/19,13,Werner Grabherr,Dietmar Kühbauer,2,2
4794,2018-11-08,18:55,SK Rapid Wien,FC Villarreal,Europa League,2018/19,Gruppe G,Dietmar Kühbauer,?,0,0
4795,2018-11-08,21:00,Rosenborg BK,Red Bull Salzburg,Europa League,2018/19,Gruppe B,?,Marco Rose,2,5
4796,2018-11-09,19:10,Floridsdorfer AC,Young Violets Austria Wien,2. Liga,2018/19,14,Oliver Oberhammer,Andreas Ogris,0,0
4797,2018-11-09,19:10,SV Horn,SV Kapfenberg,2. Liga,2018/19,14,Carsten Jancker,Kurt Russ,2,2
4798,2018-11-09,19:10,FC Liefering,FC Wacker Innsbruck II,2. Liga,2018/19,14,Gerhard Struber,Thomas Grumser,4,1
4799,2018-11-09,19:10,SV Lafnitz,SC Wiener Neustadt,2. Liga,2018/19,14,Ferdinand Feldhofer,Gerhard Fellner,1,1
4800,2018-11-09,19:10,SKU Amstetten,FC Juniors OÖ,2. Liga,2018/19,14,Peter Zeitlhofer,Ronald Brunmayr,2,3
4801,2018-11-09,20:30,SV Ried,FC Blau Weiß Linz,2. Liga,2018/19,14,Thomas Weissenböck,Thomas Sageder,1,3
4802,2018-11-10,14:30,SK Vorwärts Steyr,SK Austria Klagenfurt,2. Liga,2018/19,14,Gerald Scheiblehner,Robert Micheu,2,1
4803,2018-11-10,17:00,SK Sturm Graz,SKN St. Pölten,Bundesliga,2018/19,14,Günther Neukirchner,Ranko Popovic,0,0
4804,2018-11-10,17:00,LASK,FC Admira Wacker Mödling,Bundesliga,2018/19,14,Oliver Glasner,Reiner Geyer,5,1
4805,2018-11-10,17:00,FC Wacker Innsbruck,SC Rheindorf Altach,Bundesliga,2018/19,14,Karl Daxbacher,Werner Grabherr,1,0
4806,2018-11-11,10:30,SC Austria Lustenau,WSG Wattens,2. Liga,2018/19,14,Gernot Plassnegger,Thomas Silberberger,1,1
4807,2018-11-11,14:30,SV Mattersburg,TSV Hartberg,Bundesliga,2018/19,14,Klaus Schmidt,Markus Schopp,1,2
4808,2018-11-11,14:30,Wolfsberger AC,SK Rapid Wien,Bundesliga,2018/19,14,Christian Ilzer,Dietmar Kühbauer,3,1
4809,2018-11-11,17:00,FK Austria Wien,Red Bull Salzburg,Bundesliga,2018/19,14,Thomas Letsch,Marco Rose,0,2
4810,2018-11-23,19:10,FC Wacker Innsbruck II,SC Austria Lustenau,2. Liga,2018/19,15,Thomas Grumser,Gernot Plassnegger,0,0
4811,2018-11-23,19:10,SV Kapfenberg,SKU Amstetten,2. Liga,2018/19,15,Kurt Russ,Peter Zeitlhofer,2,0
4812,2018-11-23,19:10,Young Violets Austria Wien,SK Vorwärts Steyr,2. Liga,2018/19,15,Andreas Ogris,Gerald Scheiblehner,4,2
4813,2018-11-24,14:30,WSG Wattens,SV Horn,2. Liga,2018/19,15,Thomas Silberberger,Carsten Jancker,1,0
4814,2018-11-24,14:30,FC Blau Weiß Linz,SV Lafnitz,2. Liga,2018/19,15,Thomas Sageder,Ferdinand Feldhofer,0,1
4815,2018-11-24,14:30,SK Austria Klagenfurt,FC Liefering,2. Liga,2018/19,15,Robert Micheu,Gerhard Struber,3,0
4816,2018-11-24,17:00,Wolfsberger AC,SV Mattersburg,Bundesliga,2018/19,15,Christian Ilzer,Klaus Schmidt,2,2
4817,2018-11-24,17:00,TSV Hartberg,Red Bull Salzburg,Bundesliga,2018/19,15,Markus Schopp,Marco Rose,0,4
4818,2018-11-24,17:00,FC Admira Wacker Mödling,FK Austria Wien,Bundesliga,2018/19,15,Reiner Geyer,Thomas Letsch,1,2
4819,2018-11-25,10:30,FC Juniors OÖ,SV Ried,2. Liga,2018/19,15,Ronald Brunmayr,Miron Muslic,0,1
4820,2018-11-25,10:30,SC Wiener Neustadt,Floridsdorfer AC,2. Liga,2018/19,15,Gerhard Fellner,Oliver Oberhammer,0,0
4821,2018-11-25,14:30,SC Rheindorf Altach,SK Sturm Graz,Bundesliga,2018/19,15,Werner Grabherr,Roman Mählich,0,2
4822,2018-11-25,14:30,SKN St. Pölten,FC Wacker Innsbruck,Bundesliga,2018/19,15,Ranko Popovic,Karl Daxbacher,2,0
4823,2018-11-25,17:00,SK Rapid Wien,LASK,Bundesliga,2018/19,15,Dietmar Kühbauer,Oliver Glasner,0,1
4824,2018-11-29,16:50,Spartak Moskau,SK Rapid Wien,Europa League,2018/19,Gruppe G,?,Dietmar Kühbauer,1,2
4825,2018-11-29,18:55,Red Bull Salzburg,RasenBallsport Leipzig,Europa League,2018/19,Gruppe B,Marco Rose,?,1,0
4826,2018-12-01,17:00,FK Austria Wien,SKN St. Pölten,Bundesliga,2018/19,16,Thomas Letsch,Ranko Popovic,2,0
